,epoch,train_loss,test_loss
0,0,0.46092095926404,0.11237412248953979
1,1,0.34973039558529856,0.10526946439524952
2,2,0.2943458317220211,0.1010635639522348
3,3,0.264081340238452,0.1029636574193638
4,4,0.24738927686214446,0.10004697268865756
5,5,0.23699923859536648,0.1088895343219405
6,6,0.22973717339336872,0.10257057578654478
7,7,0.22675380466878414,0.10216313401200124
8,8,0.22333788432180882,0.10287860461837606
9,9,0.22172628252208232,0.10299990028636345
